,message,label,player,special_token_message,match
479,ang tanga mo,x,5,[Team1][Player0]: ang tanga mo,63
480,ANG TANGA NI HERALD ANDERSON,x,9,[Team1][Player4]: ANG TANGA NI HERALD ANDERSON,63
481,end,,6,[Team1][Player1]: end,63
482,slark,,5,[Team1][Player0]: slark,63
483,SLARK DAW,,9,[Team1][Player4]: SLARK DAW,63
484,LC DUEL NAMAN DYAN,,9,[Team1][Player4]: LC DUEL NAMAN DYAN,63
485,GG,,3,[Team0][Player3]: GG,63
486,gg,,8,[Team1][Player3]: gg,63
487,End,,3,[Team0][Player3]: End,63
488,goodgame,,6,[Team1][Player1]: goodgame,63
489,ран вася ран,,8,[Team1][Player3]: ран вася ран,65
490,lol :DWQDwq,,3,[Team0][Player3]: lol :DWQDwq,65
491,do u see me,,3,[Team0][Player3]: do u see me,65
492,yes,,5,[Team1][Player0]: yes,65
493,Aq böyle oyunun ya :D,,3,[Team0][Player3]: Aq böyle oyunun ya :D,65
494,оранжевый,,8,[Team1][Player3]: оранжевый,65
495,что ты за чудовище,,8,[Team1][Player3]: что ты за чудовище,65
496,сф красава,,8,[Team1][Player3]: сф красава,65
497,:D,,3,[Team0][Player3]: :D,65
498,Bi sal ya :D,,3,[Team0][Player3]: Bi sal ya :D,65
499,sven reporetd,,3,[Team0][Player3]: sven reporetd,65
500,GG,,7,[Team1][Player2]: GG,65
501,sven reported pls,,3,[Team0][Player3]: sven reported pls,65
502,ez,,8,[Team1][Player3]: ez,65
503,reported sven,,3,[Team0][Player3]: reported sven,65
504,кто урсу забанил ?),,8,[Team1][Player3]: кто урсу забанил ?),30
505,Я,,0,[Team0][Player0]: Я,30
506,а нахуя ?),,8,[Team1][Player3]: а нахуя ?),30
507,а не хочу его видеть в этой катке,,0,[Team0][Player0]: а не хочу его видеть в этой катке,30
508,чтобы дауны не пикали и играли на нормальных героях,,9,[Team1][Player4]: чтобы дауны не пикали и играли на нормальных героях,30
509,ty,,9,[Team1][Player4]: ty,30
510,на 1 удар а ты пальчиом ковыряешь,,8,[Team1][Player3]: на 1 удар а ты пальчиом ковыряешь,30
511,250 хп на 1 удар ?,,2,[Team0][Player2]: 250 хп на 1 удар ?,30
512,хуйню не неси,,2,[Team0][Player2]: хуйню не неси,30
513,у него 1 хп было,,9,[Team1][Player4]: у него 1 хп было,30
514,он соляру прожал,,9,[Team1][Player4]: он соляру прожал,30
515,домой мусор,,2,[Team0][Player2]: домой мусор,30
516,ты дурак?,,9,[Team1][Player4]: ты дурак?,30
517,мусор домой звать,,9,[Team1][Player4]: мусор домой звать,30
518,биомусор,,2,[Team0][Player2]: биомусор,30
519,лиона не трож,,0,[Team0][Player0]: лиона не трож,30
520,сука,,0,[Team0][Player0]: сука,30
521,жаль биомусор,,9,[Team1][Player4]: жаль биомусор,30
522,хуево быть тобой,,9,[Team1][Player4]: хуево быть тобой,30
523,найс стрелки метаешь,,2,[Team0][Player2]: найс стрелки метаешь,30
524,школа,,2,[Team0][Player2]: школа,30
525,так ты уточняй,,9,[Team1][Player4]: так ты уточняй,30
526,поеботня тупорылая,x,9,[Team1][Player4]: поеботня тупорылая,30
527,как скажешь биомусор,x,2,[Team0][Player2]: как скажешь биомусор,30
528,без запятой,,9,[Team1][Player4]: без запятой,30
529,уууу,,9,[Team1][Player4]: уууу,30
530,ваше похуй,,2,[Team0][Player2]: ваше похуй,30
531,я играю,,2,[Team0][Player2]: я играю,30
532,изи морта,,2,[Team0][Player2]: изи морта,30
533,типа обидно должно быть?,,9,[Team1][Player4]: типа обидно должно быть?,30
534,"то, что вы победили из-за 4-х долбаебов",,9,"[Team1][Player4]: то, что вы победили из-за 4-х долбаебов",30
535,хаха,,2,[Team0][Player2]: хаха,30
536,я так понял ты в эту 4ку входишь?,,2,[Team0][Player2]: я так понял ты в эту 4ку входишь?,30
537,"тупой значит, раз так думаешь",,9,"[Team1][Player4]: тупой значит, раз так думаешь",30
538,bpb,,2,[Team0][Player2]: bpb,30
539,изи,,2,[Team0][Player2]: изи,30
540,хаос мусор кери,,9,[Team1][Player4]: хаос мусор кери,30
541,панголь бесполезный кусок говна как и кент,x,9,[Team1][Player4]: панголь бесполезный кусок говна как и кент,30
542,а шторм просто бесполезный,,9,[Team1][Player4]: а шторм просто бесполезный,30
543,да и ты тоже,,2,[Team0][Player2]: да и ты тоже,30
544,отвечаешь?,,9,[Team1][Player4]: отвечаешь?,30
545,"а не, что я оффлейновый?",,9,"[Team1][Player4]: а не, что я оффлейновый?",30
546,не?,,9,[Team1][Player4]: не?,30
547,еблет обоссаный,x,9,[Team1][Player4]: еблет обоссаный,30
548,что ты мне сделал на харде,,2,[Team0][Player2]: что ты мне сделал на харде,30
549,ничего,,2,[Team0][Player2]: ничего,30
550,крипов ты мне не мешал добивать,,2,[Team0][Player2]: крипов ты мне не мешал добивать,30
551,отвечаешь?,,9,[Team1][Player4]: отвечаешь?,30
552,вот и думай мусорка на морте,,2,[Team0][Player2]: вот и думай мусорка на морте,30
553,:(,,3,[Team0][Player3]: :(,30
554,просто давно морту не видил которая бьет спектру под вымакшенным 3 ск,,2,[Team0][Player2]: просто давно морту не видил которая бьет спектру под вымакшенным 3 ск,30
555,и стоит дамаг в ебло ловит,,2,[Team0][Player2]: и стоит дамаг в ебло ловит,30
556,лол,,0,[Team0][Player0]: лол,30
557,вот это команда,,9,[Team1][Player4]: вот это команда,30
558,вот это спасибо габен,,9,[Team1][Player4]: вот это спасибо габен,30
559,стоят...,,9,[Team1][Player4]: стоят...,30
560,смотрят,,9,[Team1][Player4]: смотрят,30
561,ваще похуй,,9,[Team1][Player4]: ваще похуй,30
562,вот весь мидер,,9,[Team1][Player4]: вот весь мидер,30
563,изи,,2,[Team0][Player2]: изи,30
564,Nice profile pictures,,3,[Team0][Player3]: Nice profile pictures,44
565,"Candybox, have you met Klingarin, I think you'd get along well",,3,"[Team0][Player3]: Candybox, have you met Klingarin, I think you'd get along well",44
566,lollolololol,,2,[Team0][Player2]: lollolololol,44
567,0.o xD,,7,[Team1][Player2]: 0.o xD,44
568,kek,,8,[Team1][Player3]: kek,44
569,OwO,,4,[Team0][Player4]: OwO,44
570,wr is russianboy,,8,[Team1][Player3]: wr is russianboy,44
571,kek,,8,[Team1][Player3]: kek,44
572,wr is RUSSIAN,,8,[Team1][Player3]: wr is RUSSIAN,44
573,HEllo,,8,[Team1][Player3]: HEllo,44
574,you are suck Putins dick,,9,[Team1][Player4]: you are suck Putins dick,44
575,I am suck dick,,0,[Team0][Player0]: I am suck dick,44
576,No,,4,[Team0][Player4]: No,44
577,how are u guys so gud,,2,[Team0][Player2]: how are u guys so gud,44
578,can't catch this slippery poison snake,,0,[Team0][Player0]: can't catch this slippery poison snake,44
579,ez,,3,[Team0][Player3]: ez,44
580,wp,,1,[Team0][Player1]: wp,44
581,gg wp,,0,[Team0][Player0]: gg wp,44
582,ggwp,,5,[Team1][Player0]: ggwp,44
583,gg,,7,[Team1][Player2]: gg,44
584,he got sents,,3,[Team0][Player3]: he got sents,18
585,wp!,,9,[Team1][Player4]: wp!,18
586,"sadfl.k;jasdghfl,jkasdgfas,djfasd",,5,"[Team1][Player0]: sadfl.k;jasdghfl,jkasdgfas,djfasd",18
587,PUTANG INA MO,,5,[Team1][Player0]: PUTANG INA MO,18
588,haahhahaahha,,3,[Team0][Player3]: haahhahaahha,18
589,TANGI NA MO,,5,[Team1][Player0]: TANGI NA MO,18
590,BOUNTY,,5,[Team1][Player0]: BOUNTY,18
591,dota pa,,3,[Team0][Player3]: dota pa,18
592,NICE BOUNTY,,5,[Team1][Player0]: NICE BOUNTY,18
593,Im outplayed,,5,[Team1][Player0]: Im outplayed,18
594,lol,,4,[Team0][Player4]: lol,18
595,hahahah gago ka,,3,[Team0][Player3]: hahahah gago ka,18
596,FUCK YOU,x,5,[Team1][Player0]: FUCK YOU,18
597,Delete dota,x,3,[Team0][Player3]: Delete dota,18
598,thankiu,,4,[Team0][Player4]: thankiu,18
599,never buy sent,,8,[Team1][Player3]: never buy sent,18
600,play,,3,[Team0][Player3]: play,18
601,then say wp,,8,[Team1][Player3]: then say wp,18
602,dress up,,3,[Team0][Player3]: dress up,18
603,Gg,,3,[Team0][Player3]: Gg,18
604,gg,,3,[Team0][Player3]: gg,18
605,wp!,,9,[Team1][Player4]: wp!,18
606,WTF IS THAT IMBALANCE SPELL,,4,[Team0][Player4]: WTF IS THAT IMBALANCE SPELL,18
607,wtdf,,9,[Team1][Player4]: wtdf,18
608,HAHAHHAHA,,9,[Team1][Player4]: HAHAHHAHA,18
609,wtf is that hero,,4,[Team0][Player4]: wtf is that hero,18
610,confirm nerf next patch,,4,[Team0][Player4]: confirm nerf next patch,18
611,no tp,,5,[Team1][Player0]: no tp,18
612,now,,4,[Team0][Player4]: now,18
613,WHY AM I MATCHED WITH THIS RETARD,x,4,[Team0][Player4]: WHY AM I MATCHED WITH THIS RETARD,18
614,how is a fucking sf die 10 + times fat than our carry,,4,[Team0][Player4]: how is a fucking sf die 10 + times fat than our carry,18
615,cuz we had Luna,,8,[Team1][Player3]: cuz we had Luna,18
616,total junk am,,4,[Team0][Player4]: total junk am,18
617,i am done,,4,[Team0][Player4]: i am done,18
618,go fucking end,,4,[Team0][Player4]: go fucking end,18
619,this fucking am,,4,[Team0][Player4]: this fucking am,18
620,you out played me,,5,[Team1][Player0]: you out played me,18
621,my team outplayed me,,4,[Team0][Player4]: my team outplayed me,18
622,no one can buy a bkb in my team btw,,4,[Team0][Player4]: no one can buy a bkb in my team btw,18
623,region locked,,4,[Team0][Player4]: region locked,18
624,haha,,5,[Team1][Player0]: haha,18
625,only available for dire,,4,[Team0][Player4]: only available for dire,18
626,..,,4,[Team0][Player4]: ..,18
627,MANTA DODGE SILENT YOU FUCKFACE AM,x,4,[Team0][Player4]: MANTA DODGE SILENT YOU FUCKFACE AM,18
628,AM didn't even kill anyone,,7,[Team1][Player2]: AM didn't even kill anyone,18
629,we know,,4,[Team0][Player4]: we know,18
630,..,,4,[Team0][Player4]: ..,18
631,you have noob AM,,7,[Team1][Player2]: you have noob AM,18
632,and we have noob SF,,7,[Team1][Player2]: and we have noob SF,18
633,cheze,,5,[Team1][Player0]: cheze,18
634,you wan am?,,4,[Team0][Player4]: you wan am?,18
635,he reported me from the 1st sec of the game,,7,[Team1][Player2]: he reported me from the 1st sec of the game,18
636,i can have sf and win the game at 20 fucking minute,,4,[Team0][Player4]: i can have sf and win the game at 20 fucking minute,18
637,THAT AXE,,5,[Team1][Player0]: THAT AXE,18
638,Gege,,9,[Team1][Player4]: Gege,18
639,GG,,6,[Team1][Player1]: GG,18
640,fcking core,,4,[Team0][Player4]: fcking core,18
641,..,,4,[Team0][Player4]: ..,18
642,HAHA,,5,[Team1][Player0]: HAHA,18
643,ez,,9,[Team1][Player4]: ez,18
644,still report Luna,,8,[Team1][Player3]: still report Luna,18
645,HAHAHAHA,,9,[Team1][Player4]: HAHAHAHA,18
646,¡,,5,[Team1][Player0]: ¡,31
647,so lucky,,3,[Team0][Player3]: so lucky,31
648,bueno pero gane mi duelo,,6,[Team1][Player1]: bueno pero gane mi duelo,31
649,REPORT DAZZLE,,5,[Team1][Player0]: REPORT DAZZLE,31
650,GG,,5,[Team1][Player0]: GG,31
651,GEGE,,4,[Team0][Player4]: GEGE,31
652,report dazzle,,5,[Team1][Player0]: report dazzle,31
653,rage?,,0,[Team0][Player0]: rage?,31
654,REPORT UR ASS,,4,[Team0][Player4]: REPORT UR ASS,31
655,AFK TILL MINUTE 45,,5,[Team1][Player0]: AFK TILL MINUTE 45,31
656,gg,,5,[Team1][Player0]: gg,31
657,gg,,0,[Team0][Player0]: gg,31
658,ez pango,,9,[Team1][Player4]: ez pango,31
659,ggwp,,3,[Team0][Player3]: ggwp,31
660,просто нахуй в писду,x,8,[Team1][Player3]: просто нахуй в писду,75
661,смысле по тебе сало не прошло ?((,,5,[Team1][Player0]: смысле по тебе сало не прошло ?((,75
662,я же успел к себе притянуть камушек,,5,[Team1][Player0]: я же успел к себе притянуть камушек,75
663,репорт пидару,x,8,[Team1][Player3]: репорт пидару,75
664,сука больше не кто из вас,x,8,[Team1][Player3]: сука больше не кто из вас,75
665,в мид не пойдет,,8,[Team1][Player3]: в мид не пойдет,75
666,(,,1,[Team0][Player1]: (,75
667,)_,,9,[Team1][Player4]: )_,75
668,)))),,3,[Team0][Player3]: )))),75
669,понапикуют коров,,8,[Team1][Player3]: понапикуют коров,75
670,а потом ливают,,8,[Team1][Player3]: а потом ливают,75
671,2 на1,,5,[Team1][Player0]: 2 на1,75
672,интересный факт у моего мидера лвл как у меня,,5,[Team1][Player0]: интересный факт у моего мидера лвл как у меня,75
673,и фарма меньше ),,5,[Team1][Player0]: и фарма меньше ),75
674,прыгай,,3,[Team0][Player3]: прыгай,75
675,ко мне на хуй,,3,[Team0][Player3]: ко мне на хуй,75
676,),,3,[Team0][Player3]: ),75
677,да какая пауза,,5,[Team1][Player0]: да какая пауза,75
678,нахуй пошел,x,8,[Team1][Player3]: нахуй пошел,75
679,у нас нету игрока,,5,[Team1][Player0]: у нас нету игрока,75
680,4 v 4,,6,[Team1][Player1]: 4 v 4,75
681,ты дебила куска,x,8,[Team1][Player3]: ты дебила куска,75
682,или как,,8,[Team1][Player3]: или как,75
683,куска,,0,[Team0][Player0]: куска,75
684,да не нахуй идите,,8,[Team1][Player3]: да не нахуй идите,75
685,что так страшно проебать ?,,5,[Team1][Player0]: что так страшно проебать ?,75
686,мусор,,5,[Team1][Player0]: мусор,75
687,ебать сыкло,x,8,[Team1][Player3]: ебать сыкло,75
688,"Сколько вам лет, господа? :D",,2,"[Team0][Player2]: Сколько вам лет, господа? :D",75
689,вовремя,,9,[Team1][Player4]: вовремя,75
690,),,3,[Team0][Player3]: ),75
691,бомжы ебанные,x,8,[Team1][Player3]: бомжы ебанные,75
692,"3 в 5 , 33 минуты играть",,5,"[Team1][Player0]: 3 в 5 , 33 минуты играть",75
693,вот вы хуёвые,,5,[Team1][Player0]: вот вы хуёвые,75
694,)),,2,[Team0][Player2]: )),75
695,лол,,0,[Team0][Player0]: лол,75
696,почему я вам проиграл,,5,[Team1][Player0]: почему я вам проиграл,75
697,"лол , а что смешного ?",,5,"[Team1][Player0]: лол , а что смешного ?",75
698,это факт,,5,[Team1][Player0]: это факт,75
699,Потому что ты дно,,0,[Team0][Player0]: Потому что ты дно,75
700,СУка рапира,,3,[Team0][Player3]: СУка рапира,89
701,С топориком,,3,[Team0][Player3]: С топориком,89
702,Крипов добить не может,,3,[Team0][Player3]: Крипов добить не может,89
703,попизди),x,5,[Team1][Player0]: попизди),89
704,изи,,5,[Team1][Player0]: изи,89
705,отвлёкся на изи 1кнопочного,,5,[Team1][Player0]: отвлёкся на изи 1кнопочного,89
706,сори,,5,[Team1][Player0]: сори,89
707,ты тут откуда,,4,[Team0][Player4]: ты тут откуда,89
708,хуесос,x,1,[Team0][Player1]: хуесос,89
709,ссаный,x,1,[Team0][Player1]: ссаный,89
710,слабый,,1,[Team0][Player1]: слабый,89
711,я выебук тебя,x,1,[Team0][Player1]: я выебук тебя,89
712,К,,1,[Team0][Player1]: К,89
713,К,,1,[Team0][Player1]: К,89
714,R,,7,[Team1][Player2]: R,89
715,R,,7,[Team1][Player2]: R,89
716,?,,9,[Team1][Player4]: ?,89
717,?,,1,[Team0][Player1]: ?,89
718,?,,1,[Team0][Player1]: ?,89
719,?,,1,[Team0][Player1]: ?,89
720,?,,1,[Team0][Player1]: ?,89
721,?,,7,[Team1][Player2]: ?,89
722,wowo,,9,[Team1][Player4]: wowo,89
723,нихуяск,,4,[Team0][Player4]: нихуяск,89
724,да лна,,9,[Team1][Player4]: да лна,89
725,бывает,,9,[Team1][Player4]: бывает,89
726,Daun,,8,[Team1][Player3]: Daun,89
727,sdohni,,8,[Team1][Player3]: sdohni,89
728,?,,7,[Team1][Player2]: ?,89
729,????,,7,[Team1][Player2]: ????,89
730,?,,9,[Team1][Player4]: ?,89
731,?,,5,[Team1][Player0]: ?,89
732,????,,9,[Team1][Player4]: ????,89
733,?,,1,[Team0][Player1]: ?,89
734,??,,1,[Team0][Player1]: ??,89
735,?,,1,[Team0][Player1]: ?,89
736,изи,x,5,[Team1][Player0]: изи,89
737,мид,,5,[Team1][Player0]: мид,89
738,изи,,5,[Team1][Player0]: изи,89
739,мид,,5,[Team1][Player0]: мид,89
740,1 на кнопка не выйгрывает,,5,[Team1][Player0]: 1 на кнопка не выйгрывает,89
741,9/9,,3,[Team0][Player3]: 9/9,89
742,10/9,,5,[Team1][Player0]: 10/9,89
743,а свену норм?,,9,[Team1][Player4]: а свену норм?,89
744,ты хотел скащать,,5,[Team1][Player0]: ты хотел скащать,89
745,ее бой,,9,[Team1][Player4]: ее бой,89
746,ты молодец,,9,[Team1][Player4]: ты молодец,89
747,Найс скрипт уебище,,3,[Team0][Player3]: Найс скрипт уебище,89
748,скрипт?))))))),,5,[Team1][Player0]: скрипт?))))))),89
749,(кунка),,3,[Team0][Player3]: (кунка),89
750,изи,,5,[Team1][Player0]: изи,89
751,какой скрпт,,5,[Team1][Player0]: какой скрпт,89
752,:DDD,,7,[Team1][Player2]: :DDD,89
753,Он любой скилл снимает,,3,[Team0][Player3]: Он любой скилл снимает,89
754,тут ток скай со скриптами играет,,5,[Team1][Player0]: тут ток скай со скриптами играет,89
755,Да да да,,3,[Team0][Player3]: Да да да,89
756,ЛДА ДА ДА,,3,[Team0][Player3]: ЛДА ДА ДА,89
757,ВЕРЮ,,3,[Team0][Player3]: ВЕРЮ,89
758,ПРОВЕРЬ,,3,[Team0][Player3]: ПРОВЕРЬ,89
759,Не скрипт,,3,[Team0][Player3]: Не скрипт,89
760,Сам клацает,,3,[Team0][Player3]: Сам клацает,89
761,ты даун?),,6,[Team1][Player1]: ты даун?),89
762,report,,4,[Team0][Player4]: report,59
763,ez,,4,[Team0][Player4]: ez,59
764,Chupa,,6,[Team1][Player1]: Chupa,59
765,chupa?,,2,[Team0][Player2]: chupa?,59
766,KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKk,,2,[Team0][Player2]: KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKk,59
767,qr falar o q desse teu invoker hc?,,2,[Team0][Player2]: qr falar o q desse teu invoker hc?,59
768,chupo,,4,[Team0][Player4]: chupo,59
769,ai delicia,,3,[Team0][Player3]: ai delicia,59
770,e voce invoker?,,3,[Team0][Player3]: e voce invoker?,59
771,chupa?,,3,[Team0][Player3]: chupa?,59
772,relaxa o invoker ta de linkens n vou mais duelar ele,,2,[Team0][Player2]: relaxa o invoker ta de linkens n vou mais duelar ele,59
773,ops,,2,[Team0][Player2]: ops,59
774,[random] Tema,,3,[Team0][Player3]: [random] Tema,59
775,Ez,,6,[Team1][Player1]: Ez,59
776,Eezz =D,,2,[Team0][Player2]: Eezz =D,59
777,ti amo,,4,[Team0][Player4]: ti amo,59
778,invo,,4,[Team0][Player4]: invo,59
779,melhor invo melhor clã xDD,,2,[Team0][Player2]: melhor invo melhor clã xDD,59
780,ti amo sniper,,4,[Team0][Player4]: ti amo sniper,59
781,gg,,5,[Team1][Player0]: gg,59
782,ez,,6,[Team1][Player1]: ez,59
783,ez team,,5,[Team1][Player0]: ez team,59
784,hahahahahahah,,7,[Team1][Player2]: hahahahahahah,59
785,Chupa,,6,[Team1][Player1]: Chupa,59
786,я уверен,,2,[Team0][Player2]: я уверен,0
787,что тут вард,,2,[Team0][Player2]: что тут вард,0
788,я прав?,,2,[Team0][Player2]: я прав?,0
789,на хг есть вард?,,2,[Team0][Player2]: на хг есть вард?,0
790,ставь сентри,,7,[Team1][Player2]: ставь сентри,0
791,"когда против тебя пудж, тут всегда вард",,2,"[Team0][Player2]: когда против тебя пудж, тут всегда вард",0
